offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q3_balance,range,min
No,Points,Letter,Medium,1,Yes,Medium,4,1,3,Yes,956.75,1702.0,1089.0,613.0
No,Points,Letter,Medium,1,No,Medium,2,1,1,No,870.25,617.0,1449.0,112.0
No,Points,Postcard,Medium,1,No,Medium,2,1,1,Yes,1314.25,1734.0,1254.0,480.0
No,Cash Back,Postcard,High,1,No,Low,2,1,4,No,838.75,1606.0,1558.0,48.0
No,Air Miles,Letter,Low,1,No,High,3,2,5,No,1281.75,1796.0,1039.0,757.0
No,Air Miles,Letter,Low,1,No,Low,4,1,2,No,1019.0,1174.0,1002.0,437.0
No,Cash Back,Postcard,Medium,2,No,Low,3,1,4,No,1793.25,2243.0,780.0,1463.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,1094.75,901.0,1167.0,444.0
No,Points,Postcard,Medium,2,No,Low,1,1,4,Yes,360.75,481.0,383.0,108.0
No,Air Miles,Postcard,Medium,1,No,High,3,1,4,No,902.25,1412.0,1347.0,65.0
No,Cash Back,Letter,Low,1,No,Low,1,1,6,Yes,693.75,574.0,296.0,574.0
No,Air Miles,Letter,High,2,No,Low,1,1,4,Yes,988.0,741.0,1166.0,438.0
No,Cash Back,Postcard,Low,1,Yes,High,1,1,4,Yes,994.75,1350.0,1265.0,134.0
No,Cash Back,Postcard,Low,2,No,High,3,1,4,Yes,1131.75,1597.0,876.0,721.0
No,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,1180.5,2007.0,1329.0,678.0
No,Air Miles,Postcard,High,2,No,Low,2,3,1,Yes,876.75,931.0,169.0,791.0
No,Air Miles,Postcard,Medium,1,Yes,Low,4,1,4,Yes,1073.0,1687.0,1612.0,75.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,5,Yes,770.0,806.0,349.0,603.0
No,Air Miles,Letter,Medium,1,No,Medium,1,2,3,Yes,954.5,1236.0,546.0,690.0
Yes,Points,Postcard,Low,1,No,Low,2,1,4,No,768.0,939.0,315.0,624.0
No,Cash Back,Letter,Medium,2,No,Medium,3,1,3,Yes,1075.75,1796.0,1401.0,395.0
No,Points,Postcard,High,1,No,High,1,2,3,Yes,1133.25,1447.0,1362.0,170.0
Yes,Points,Letter,Low,1,No,Low,1,1,3,Yes,1217.75,1046.0,1613.0,233.0
No,Cash Back,Letter,Low,1,No,High,2,1,2,Yes,1287.25,2184.0,1777.0,407.0
No,Points,Letter,Medium,1,No,High,3,1,5,Yes,1095.25,703.0,1492.0,352.0
No,Points,Postcard,High,2,Yes,High,2,1,5,No,1278.5,2055.0,1427.0,628.0
No,Cash Back,Letter,Medium,1,Yes,Low,2,1,3,Yes,935.75,781.0,1561.0,284.0
No,Air Miles,Postcard,High,1,No,Medium,3,1,4,Yes,947.0,758.0,1301.0,218.0
No,Points,Letter,Medium,1,No,Low,2,3,2,No,1209.25,1401.0,1840.0,232.0
No,Points,Postcard,Low,1,Yes,Medium,2,1,5,Yes,1224.25,1797.0,1826.0,303.0
No,Cash Back,Letter,High,2,No,Low,2,2,1,Yes,1200.5,1071.0,1145.0,837.0
No,Cash Back,Postcard,Low,1,No,High,1,1,3,No,927.25,1625.0,1158.0,467.0
No,Air Miles,Postcard,Medium,2,No,High,2,1,4,No,1258.0,833.0,976.0,833.0
No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,1238.0,1228.0,1558.0,599.0
No,Points,Letter,Medium,1,No,Medium,1,1,4,No,1048.25,461.0,1328.0,461.0
No,Cash Back,Postcard,Medium,2,No,Medium,2,1,4,Yes,1269.25,952.0,750.0,952.0
No,Air Miles,Letter,High,1,No,Low,3,1,2,No,1054.0,911.0,1207.0,493.0
No,Air Miles,Letter,Medium,1,No,High,4,1,3,Yes,1230.5,1719.0,1025.0,701.0
No,Air Miles,Letter,Medium,1,No,Low,1,1,4,No,197.25,182.0,409.0,54.0
No,Points,Letter,High,1,Yes,Low,2,1,3,Yes,1102.5,1456.0,678.0,778.0
No,Air Miles,Letter,Low,1,No,Low,1,1,4,Yes,1384.25,2197.0,1570.0,627.0
No,Cash Back,Postcard,Low,1,No,High,1,1,5,Yes,869.5,1609.0,1531.0,78.0
No,Points,Postcard,Low,1,No,Medium,2,1,4,No,224.0,417.0,390.0,27.0
No,Cash Back,Letter,High,2,No,Medium,2,1,1,Yes,1044.0,1019.0,707.0,801.0
No,Points,Postcard,Medium,2,No,High,3,1,4,No,1094.75,901.0,1508.0,550.0
No,Points,Postcard,Low,1,No,High,1,1,5,Yes,425.75,468.0,115.0,353.0
No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,1157.75,1524.0,671.0,853.0
No,Cash Back,Letter,Low,1,Yes,High,1,2,2,Yes,1095.5,1743.0,1299.0,444.0
No,Air Miles,Letter,Medium,2,No,Low,1,1,4,Yes,1199.5,1071.0,964.0,873.0
No,Cash Back,Postcard,High,2,Yes,Medium,2,2,1,Yes,1052.5,988.0,1226.0,477.0
No,Air Miles,Letter,Medium,1,No,Low,2,1,2,No,214.5,486.0,483.0,3.0
No,Cash Back,Postcard,Low,2,Yes,Medium,2,1,5,No,1171.5,910.0,1276.0,710.0
No,Air Miles,Postcard,Medium,1,No,High,2,2,5,No,1080.25,932.0,1923.0,74.0
No,Air Miles,Postcard,Medium,1,No,Low,2,2,3,No,173.0,219.0,74.0,145.0
No,Points,Letter,Medium,2,Yes,Medium,2,2,2,No,1040.25,507.0,1541.0,413.0
No,Points,Postcard,High,1,Yes,Medium,2,1,6,Yes,944.75,899.0,1377.0,207.0
No,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,1150.0,980.0,362.0,980.0
No,Points,Postcard,Medium,1,No,High,3,1,3,No,231.75,66.0,256.0,66.0
No,Cash Back,Letter,Low,1,No,Low,1,1,2,Yes,132.25,193.0,152.0,41.0
No,Cash Back,Postcard,Low,1,No,High,2,1,4,Yes,686.25,591.0,225.0,580.0
Yes,Points,Postcard,High,1,No,Medium,1,2,3,Yes,1256.75,2069.0,1425.0,644.0
No,Air Miles,Letter,Low,1,No,High,1,1,4,No,1074.5,1408.0,684.0,724.0
No,Cash Back,Letter,Low,1,No,Medium,1,1,4,Yes,870.25,447.0,1292.0,166.0
No,Air Miles,Postcard,Low,1,No,Medium,2,2,3,Yes,341.75,279.0,121.0,279.0
No,Points,Postcard,High,1,Yes,Low,2,1,4,No,1034.25,482.0,1263.0,438.0
No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,1276.25,2246.0,1758.0,488.0
Yes,Air Miles,Postcard,High,1,Yes,Low,1,1,5,Yes,803.25,846.0,190.0,677.0
No,Air Miles,Letter,Low,1,No,Medium,1,1,5,Yes,1142.25,1813.0,1465.0,348.0
No,Points,Letter,Medium,1,Yes,High,1,1,4,Yes,223.0,79.0,408.0,79.0
No,Air Miles,Letter,Medium,1,Yes,High,2,1,2,No,1280.75,1425.0,626.0,980.0
No,Points,Letter,Medium,1,Yes,Low,2,1,5,No,1008.5,950.0,1614.0,1.0
No,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,1704.75,1685.0,149.0,1646.0
No,Points,Letter,Medium,1,No,Medium,2,1,2,No,1333.0,1946.0,1617.0,329.0
No,Points,Letter,Medium,1,No,Low,2,2,2,Yes,905.75,851.0,949.0,436.0
No,Points,Postcard,Low,1,No,Low,2,1,5,Yes,310.5,413.0,331.0,155.0
No,Cash Back,Postcard,High,1,No,High,2,1,5,Yes,1006.25,519.0,1747.0,245.0
No,Cash Back,Letter,Medium,1,No,Low,2,1,5,Yes,1132.25,480.0,1250.0,480.0
No,Points,Letter,High,1,No,Medium,3,1,2,Yes,776.5,731.0,206.0,715.0
No,Points,Postcard,High,1,No,Medium,3,2,4,Yes,172.0,158.0,202.0,73.0
No,Air Miles,Letter,High,1,No,Low,2,2,3,Yes,940.0,763.0,1302.0,319.0
No,Cash Back,Letter,High,1,No,Low,3,2,1,Yes,335.75,269.0,188.0,269.0
No,Cash Back,Letter,Medium,1,No,High,1,1,3,No,1047.75,1646.0,1369.0,277.0
No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,918.25,527.0,1174.0,412.0
No,Air Miles,Postcard,High,1,No,High,3,1,2,Yes,1023.75,1463.0,731.0,732.0
No,Points,Letter,High,1,No,Low,1,1,4,Yes,1085.0,1902.0,1450.0,452.0
No,Cash Back,Postcard,Low,2,No,Medium,3,1,1,No,1138.0,1258.0,1472.0,217.0
Yes,Points,Postcard,Medium,1,No,Low,2,1,5,No,1169.0,915.0,767.0,789.0
No,Air Miles,Letter,Medium,1,No,Low,1,1,1,Yes,369.5,308.0,159.0,308.0
No,Points,Postcard,High,1,No,Medium,1,2,4,No,1196.0,1197.0,1151.0,617.0
No,Points,Postcard,Medium,1,No,Low,3,1,5,No,193.5,248.0,304.0,64.0
No,Cash Back,Letter,Medium,1,No,Low,3,3,3,Yes,623.0,793.0,290.0,503.0
No,Cash Back,Letter,Medium,1,No,High,1,1,3,Yes,787.25,636.0,357.0,636.0
No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,1293.75,2160.0,1201.0,959.0
No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,No,1774.0,1864.0,349.0,1579.0
No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,1096.0,2281.0,1686.0,595.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,2,No,248.75,213.0,354.0,136.0
Yes,Air Miles,Letter,Medium,1,No,Medium,3,1,4,Yes,882.5,441.0,964.0,441.0
No,Air Miles,Postcard,Low,1,No,High,2,1,6,Yes,879.0,1440.0,1336.0,104.0
No,Cash Back,Postcard,High,1,Yes,Medium,1,1,2,Yes,1044.5,725.0,1241.0,491.0
No,Cash Back,Postcard,Low,3,No,Low,1,1,2,No,1252.75,1359.0,1055.0,804.0
No,Cash Back,Postcard,Medium,1,Yes,Medium,2,2,3,No,757.0,674.0,378.0,533.0
No,Cash Back,Postcard,Low,1,No,High,2,1,2,Yes,699.25,572.0,368.0,506.0
No,Air Miles,Postcard,Medium,1,No,Medium,4,1,4,Yes,1054.0,1237.0,1786.0,114.0
No,Cash Back,Postcard,High,1,No,High,3,1,3,No,267.5,478.0,394.0,84.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,2,Yes,179.75,13.0,247.0,13.0
No,Cash Back,Letter,Medium,2,No,High,2,2,2,Yes,949.25,1546.0,1346.0,200.0
No,Cash Back,Letter,Low,1,No,High,2,1,3,No,1220.75,2118.0,1620.0,498.0
No,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,200.75,79.0,196.0,79.0
No,Air Miles,Letter,Medium,1,Yes,Low,2,1,4,No,936.25,1818.0,1371.0,447.0
No,Points,Letter,High,1,No,High,1,1,1,Yes,1156.5,1928.0,1434.0,494.0
No,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,1078.0,1665.0,1052.0,613.0
No,Cash Back,Letter,Medium,1,No,High,3,1,5,Yes,720.25,574.0,333.0,574.0
No,Points,Letter,Medium,1,No,Low,1,1,4,No,1213.25,1612.0,1252.0,568.0
No,Points,Letter,High,1,No,Medium,4,1,5,No,957.25,880.0,1288.0,291.0
No,Air Miles,Letter,Medium,2,No,High,1,1,3,Yes,723.75,694.0,228.0,646.0
Yes,Points,Postcard,High,1,Yes,Low,1,1,4,Yes,942.5,896.0,1606.0,8.0
No,Points,Letter,Medium,1,No,Medium,3,1,2,Yes,255.25,219.0,277.0,160.0
No,Air Miles,Postcard,Low,2,No,Medium,2,1,4,No,1287.0,2168.0,1323.0,845.0
No,Air Miles,Postcard,Medium,1,Yes,Low,1,1,4,Yes,1075.75,1959.0,1710.0,249.0
No,Points,Letter,Low,2,No,Medium,1,1,3,Yes,1192.75,1822.0,1199.0,623.0
No,Points,Letter,High,1,No,Medium,3,1,4,Yes,1095.25,987.0,890.0,771.0
No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,717.25,726.0,281.0,577.0
No,Air Miles,Letter,Low,1,No,Low,1,1,5,Yes,1075.75,1233.0,1278.0,317.0
No,Air Miles,Letter,Medium,3,No,High,2,2,5,No,931.0,1527.0,1248.0,279.0
No,Air Miles,Postcard,Low,1,No,Medium,3,2,4,No,1193.75,1028.0,789.0,916.0
No,Air Miles,Letter,High,2,No,Low,2,1,3,Yes,987.5,820.0,958.0,442.0
No,Air Miles,Postcard,Medium,2,No,Medium,1,1,5,Yes,1290.0,1465.0,931.0,705.0
No,Points,Letter,Medium,2,No,Medium,1,1,5,Yes,1118.25,2176.0,2066.0,110.0
No,Points,Letter,High,1,No,Low,2,1,4,Yes,1176.5,1091.0,1452.0,429.0
No,Cash Back,Letter,Medium,1,No,High,2,2,4,No,1093.5,927.0,1172.0,478.0
No,Air Miles,Postcard,Medium,1,No,High,3,1,5,No,1084.5,2087.0,1578.0,509.0
No,Points,Postcard,Medium,2,No,High,4,1,4,Yes,732.75,769.0,294.0,543.0
No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,No,920.25,877.0,579.0,636.0
No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,1002.5,672.0,1850.0,104.0
Yes,Cash Back,Postcard,High,2,No,Low,1,1,3,Yes,933.75,914.0,972.0,377.0
No,Air Miles,Postcard,High,1,No,High,2,1,5,Yes,1035.25,515.0,1578.0,459.0
No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,1083.0,943.0,1269.0,424.0
No,Points,Postcard,Medium,2,No,Low,2,1,3,Yes,1140.75,779.0,1437.0,449.0
No,Air Miles,Postcard,Low,1,No,Medium,2,2,5,Yes,827.5,971.0,399.0,574.0
No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,No,1074.25,1785.0,1690.0,95.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,2,3,Yes,165.0,150.0,188.0,82.0
No,Cash Back,Postcard,Low,1,No,Low,3,1,3,No,247.0,39.0,441.0,38.0
No,Points,Postcard,Medium,2,No,Medium,3,1,3,Yes,611.0,540.0,230.0,531.0
No,Cash Back,Postcard,High,1,Yes,High,2,1,3,Yes,1076.25,1006.0,1501.0,259.0
No,Cash Back,Letter,High,1,No,High,2,1,4,Yes,715.25,768.0,175.0,611.0
No,Cash Back,Letter,High,1,Yes,High,2,1,5,Yes,1180.75,1703.0,915.0,788.0
No,Air Miles,Postcard,Medium,1,No,High,2,2,2,Yes,1198.5,985.0,1503.0,471.0
Yes,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1038.25,812.0,1718.0,232.0
No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1129.0,1278.0,1645.0,102.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,750.5,519.0,452.0,519.0
No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,1051.25,662.0,1640.0,217.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,No,1517.25,2081.0,844.0,1237.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,2,4,Yes,1341.0,681.0,1478.0,681.0
No,Points,Letter,High,1,No,High,1,1,4,Yes,1111.25,1170.0,958.0,598.0
No,Air Miles,Letter,Medium,1,No,High,4,1,5,Yes,579.5,662.0,132.0,530.0
No,Points,Postcard,Medium,2,No,Low,2,1,5,No,738.75,592.0,260.0,592.0
No,Points,Postcard,Medium,2,No,High,1,1,4,No,1332.25,2173.0,1479.0,694.0
No,Cash Back,Postcard,Low,1,No,Low,3,1,3,No,1129.75,1056.0,1242.0,700.0
No,Points,Postcard,Medium,1,No,Medium,1,1,4,No,780.0,761.0,254.0,619.0
No,Cash Back,Postcard,Medium,2,No,Low,1,1,3,Yes,903.0,951.0,108.0,843.0
No,Cash Back,Postcard,High,1,No,Medium,2,1,3,No,1046.25,771.0,1384.0,448.0
No,Cash Back,Postcard,Medium,1,No,Medium,3,1,4,No,1083.75,643.0,1605.0,308.0
No,Cash Back,Letter,High,1,No,Medium,1,1,4,Yes,1019.5,1726.0,1633.0,93.0
No,Cash Back,Postcard,Low,2,No,Medium,1,1,3,Yes,174.75,185.0,270.0,78.0
No,Points,Postcard,Low,1,No,Low,2,1,3,No,1449.25,1571.0,1406.0,738.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,993.25,1579.0,1314.0,270.0
No,Cash Back,Letter,Low,1,No,Low,3,1,4,Yes,270.25,471.0,347.0,124.0
No,Cash Back,Postcard,Medium,2,Yes,High,1,2,3,No,955.0,841.0,1655.0,40.0
No,Cash Back,Postcard,Medium,1,No,High,2,2,5,Yes,1108.75,1469.0,850.0,619.0
No,Points,Letter,Low,2,Yes,Medium,2,1,5,Yes,1043.25,1741.0,1516.0,225.0
No,Points,Letter,Medium,1,Yes,Low,1,2,3,No,869.5,808.0,1321.0,222.0
No,Points,Postcard,Medium,2,No,Medium,2,1,2,Yes,225.25,230.0,335.0,57.0
No,Air Miles,Postcard,Medium,2,No,High,3,1,6,No,1113.75,648.0,1700.0,155.0
No,Points,Postcard,Low,2,No,Medium,2,2,2,No,1765.75,2283.0,942.0,1341.0
No,Points,Postcard,Medium,1,No,High,4,1,3,Yes,814.5,629.0,1561.0,6.0
Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,972.5,1507.0,1054.0,453.0
No,Cash Back,Letter,Medium,2,No,Low,2,1,2,Yes,686.75,735.0,192.0,556.0
No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,1194.75,1057.0,1361.0,362.0
No,Points,Letter,Medium,1,No,High,1,1,4,Yes,731.5,812.0,304.0,577.0
No,Points,Postcard,Low,2,No,Medium,3,1,4,Yes,1470.25,2174.0,1714.0,460.0
No,Cash Back,Postcard,Medium,1,No,Low,3,1,4,Yes,224.75,189.0,53.0,189.0
Yes,Points,Postcard,Low,2,Yes,Low,1,1,4,No,1467.75,1680.0,1249.0,935.0
No,Cash Back,Postcard,High,1,No,High,3,2,3,Yes,1026.25,546.0,1728.0,399.0
Yes,Air Miles,Postcard,Low,1,No,Low,3,1,3,No,873.0,554.0,1106.0,373.0
No,Air Miles,Letter,High,1,No,Medium,1,2,4,No,1243.5,1271.0,1353.0,724.0
Yes,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,Yes,153.0,196.0,228.0,17.0
No,Points,Postcard,Low,1,No,High,2,1,4,Yes,1161.5,1222.0,454.0,988.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,6,Yes,987.0,983.0,1515.0,385.0
No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,1298.0,2082.0,1576.0,506.0
No,Points,Postcard,Medium,2,No,High,2,2,5,Yes,1094.5,424.0,1561.0,424.0
No,Points,Postcard,Low,1,Yes,Medium,2,1,4,Yes,990.5,1335.0,967.0,500.0
No,Air Miles,Letter,Medium,1,No,High,1,1,6,No,1092.0,2058.0,1872.0,186.0
No,Air Miles,Postcard,High,1,No,High,1,2,4,No,1160.5,1254.0,669.0,737.0
No,Cash Back,Letter,High,3,No,High,2,1,5,No,1049.5,1422.0,812.0,610.0
No,Points,Letter,High,2,No,Medium,2,1,4,No,826.0,1714.0,1486.0,228.0
No,Cash Back,Postcard,Medium,2,No,Medium,1,1,5,Yes,217.25,19.0,426.0,19.0
No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,890.25,521.0,1738.0,11.0
No,Cash Back,Letter,Low,1,No,High,1,2,4,Yes,982.0,926.0,1546.0,169.0
No,Air Miles,Postcard,Low,1,No,High,2,1,2,No,1044.25,1695.0,1590.0,105.0
No,Points,Letter,High,1,No,Medium,2,1,2,No,657.5,964.0,951.0,13.0
No,Air Miles,Letter,High,2,No,High,1,3,2,No,758.75,1102.0,1136.0,118.0
No,Cash Back,Postcard,Medium,1,No,Medium,3,1,4,Yes,986.0,1317.0,1266.0,51.0
No,Cash Back,Postcard,Medium,1,No,High,3,2,5,Yes,616.0,503.0,300.0,503.0
No,Air Miles,Postcard,High,1,No,High,1,2,4,Yes,1018.25,757.0,1726.0,129.0
No,Points,Letter,Medium,1,No,Medium,3,1,3,Yes,1156.0,997.0,1005.0,733.0
No,Points,Letter,Low,1,No,Medium,1,1,5,Yes,1664.25,1509.0,410.0,1504.0
No,Air Miles,Letter,High,1,No,Low,2,1,4,No,925.0,1724.0,1417.0,307.0
Yes,Points,Postcard,High,1,No,Low,2,1,6,Yes,1085.25,874.0,1193.0,481.0
No,Cash Back,Letter,Medium,2,No,High,2,1,3,No,718.0,741.0,392.0,578.0
No,Air Miles,Letter,Low,1,No,High,2,2,4,Yes,1314.75,1679.0,1232.0,663.0
No,Points,Postcard,Low,1,No,Medium,3,1,5,Yes,877.5,948.0,324.0,643.0
No,Points,Letter,Medium,1,No,High,2,1,3,Yes,276.75,471.0,397.0,74.0
No,Cash Back,Letter,Low,1,No,Low,3,1,4,No,994.5,722.0,1782.0,55.0
No,Air Miles,Letter,Low,1,Yes,High,2,2,5,Yes,1102.75,1791.0,1666.0,125.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,196.5,45.0,414.0,45.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,Yes,1130.75,1714.0,1572.0,283.0
No,Air Miles,Letter,Low,1,No,Low,1,1,3,Yes,946.75,696.0,1348.0,240.0
Yes,Cash Back,Postcard,High,2,No,Low,2,1,3,Yes,689.0,575.0,320.0,561.0
No,Points,Letter,Medium,1,No,Medium,2,1,3,No,714.75,941.0,404.0,537.0
No,Points,Postcard,Medium,1,Yes,Medium,3,2,3,Yes,318.25,480.0,411.0,69.0
No,Air Miles,Postcard,High,1,No,High,1,1,3,No,940.75,535.0,1691.0,96.0
No,Air Miles,Postcard,Low,1,Yes,High,2,2,2,Yes,1003.25,429.0,1189.0,429.0
No,Points,Letter,Low,1,No,Low,1,1,3,No,1134.25,1308.0,615.0,795.0
No,Air Miles,Letter,High,1,Yes,Medium,2,1,2,Yes,1096.5,1059.0,1571.0,222.0
No,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,214.75,443.0,408.0,35.0
No,Points,Postcard,Medium,1,No,Medium,1,2,4,No,1150.5,1065.0,993.0,683.0
No,Points,Letter,High,2,Yes,Medium,2,2,5,Yes,278.5,499.0,491.0,8.0
Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,1222.0,2190.0,1891.0,299.0
No,Air Miles,Postcard,Medium,2,No,Low,1,1,4,Yes,1063.0,697.0,1497.0,319.0
No,Cash Back,Postcard,Low,1,No,Medium,1,1,4,No,337.0,151.0,337.0,151.0
No,Points,Postcard,Medium,2,No,High,2,1,4,Yes,1071.25,1023.0,966.0,756.0
Yes,Air Miles,Postcard,High,2,No,Low,1,1,2,No,1007.5,791.0,1059.0,446.0
No,Air Miles,Postcard,Medium,2,No,High,1,1,6,Yes,822.75,1151.0,770.0,446.0
No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,1168.75,1696.0,1121.0,575.0
No,Points,Letter,Low,2,No,Low,3,1,3,Yes,1253.5,1632.0,910.0,722.0
No,Points,Postcard,High,3,No,Low,2,1,4,Yes,1477.5,1637.0,1188.0,874.0
No,Points,Letter,Medium,2,No,Low,1,1,3,Yes,1162.25,1378.0,1374.0,334.0
No,Air Miles,Letter,Low,1,No,Low,3,2,3,Yes,990.25,607.0,1546.0,309.0
No,Points,Postcard,Medium,2,No,High,2,2,2,No,623.5,586.0,250.0,531.0
No,Air Miles,Postcard,High,1,No,Low,2,1,5,Yes,1105.75,781.0,1721.0,221.0
No,Points,Letter,Medium,1,No,Medium,3,1,3,Yes,1019.75,2110.0,1759.0,351.0
No,Points,Postcard,Medium,1,No,High,1,2,4,Yes,789.0,904.0,232.0,672.0
No,Points,Postcard,High,2,No,Low,1,1,3,Yes,1069.5,1377.0,873.0,504.0
No,Cash Back,Letter,Medium,2,No,Medium,2,1,3,Yes,1148.5,811.0,1479.0,460.0
No,Points,Postcard,Medium,2,No,Medium,3,1,4,No,231.0,231.0,221.0,118.0
No,Points,Letter,Medium,3,No,High,4,2,4,Yes,354.75,451.0,312.0,139.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,Yes,283.0,405.0,388.0,39.0
No,Air Miles,Postcard,Low,1,No,Medium,1,1,4,Yes,999.25,909.0,1210.0,291.0
No,Points,Letter,High,1,No,Medium,4,1,4,No,833.0,508.0,454.0,508.0
No,Air Miles,Letter,Medium,1,Yes,Low,2,1,4,Yes,1338.5,1477.0,283.0,1194.0
No,Air Miles,Postcard,Medium,2,No,Low,1,1,3,No,1250.0,1199.0,916.0,665.0
No,Air Miles,Postcard,Low,1,No,Medium,3,1,5,Yes,183.25,209.0,404.0,2.0
No,Air Miles,Postcard,Medium,1,No,Low,3,1,2,No,716.75,664.0,181.0,646.0
No,Air Miles,Letter,High,2,No,Medium,3,1,3,No,1085.5,1845.0,1125.0,720.0
Yes,Points,Letter,Low,1,No,Medium,3,1,3,No,780.0,658.0,237.0,658.0
No,Points,Letter,Medium,1,No,Low,2,1,3,No,1071.75,998.0,1680.0,70.0
No,Air Miles,Postcard,Low,1,No,High,3,2,6,No,1360.25,1592.0,1016.0,935.0
Yes,Points,Postcard,Medium,2,Yes,Low,1,2,2,Yes,310.0,192.0,207.0,192.0
No,Air Miles,Postcard,High,1,No,Medium,2,1,5,Yes,1055.75,1648.0,1010.0,638.0
Yes,Points,Letter,High,2,No,Low,2,1,3,Yes,1175.5,1085.0,666.0,800.0
No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,364.0,357.0,246.0,207.0
No,Points,Letter,High,1,No,Low,2,1,3,No,270.5,461.0,386.0,75.0
No,Cash Back,Postcard,Medium,1,No,High,1,1,5,Yes,1316.25,2146.0,2029.0,117.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,1220.5,1164.0,732.0,781.0
No,Air Miles,Letter,Medium,1,No,Medium,3,1,3,No,776.75,691.0,174.0,691.0
Yes,Air Miles,Postcard,Low,1,Yes,High,2,2,4,No,786.5,546.0,383.0,546.0
No,Points,Postcard,High,1,No,High,3,2,3,Yes,720.75,875.0,226.0,649.0
No,Air Miles,Letter,Medium,1,No,Low,1,1,2,No,1029.25,566.0,1228.0,566.0
No,Air Miles,Postcard,Low,1,Yes,Low,2,2,5,No,743.75,745.0,441.0,535.0
No,Points,Letter,Medium,1,No,Medium,1,1,2,No,968.5,1685.0,1127.0,558.0
No,Air Miles,Letter,Low,1,Yes,Medium,2,1,3,Yes,1032.5,1233.0,1170.0,438.0
No,Points,Letter,Low,2,No,Medium,1,1,4,Yes,997.0,1283.0,860.0,423.0
No,Cash Back,Letter,Medium,1,No,Low,2,1,2,No,1228.75,1670.0,1605.0,80.0
No,Points,Postcard,Medium,2,No,Medium,3,1,3,Yes,1218.75,1225.0,1147.0,730.0
Yes,Cash Back,Postcard,Low,2,No,Medium,2,2,4,Yes,1280.5,1604.0,639.0,965.0
No,Points,Postcard,High,1,No,Low,1,1,2,No,1160.5,1583.0,1308.0,275.0
No,Cash Back,Postcard,High,2,Yes,Medium,2,1,6,Yes,1192.25,1917.0,1223.0,694.0
No,Cash Back,Postcard,Medium,1,Yes,Low,2,2,4,Yes,1231.25,1984.0,1478.0,506.0
No,Air Miles,Letter,Medium,2,No,Low,3,2,4,No,557.0,543.0,70.0,515.0
No,Cash Back,Letter,Low,1,No,Medium,1,1,5,No,728.25,778.0,355.0,502.0
No,Cash Back,Letter,Low,1,No,Medium,2,2,3,Yes,1060.75,1142.0,752.0,707.0
No,Cash Back,Letter,Low,1,No,High,2,1,5,Yes,1731.25,2261.0,801.0,1460.0
No,Air Miles,Letter,Low,2,No,Medium,3,2,3,Yes,1131.5,1207.0,869.0,534.0
